TableID,Frequency,Year,Quarter,Industry,IndustrYDescription,DataValue,NoteRef
20,A,2001,2001,72,Accommodation and food services,235.7,20
20,A,2001,2001,721,Accommodation,54.6,20
20,A,2001,2001,722,Food services and drinking places,181.0,20
20,A,2001,2001,81,"Other services, except government",176.9,20
20,A,2001,2001,FIRE,"Finance, insurance, real estate, rental, and leasing",1084.7,20
20,A,2001,2001,G,Government,687.4,20
20,A,2001,2001,GF,Federal,189.6,20
20,A,2001,2001,GFE,Government enterprises,23.9,20
20,A,2001,2001,GFG,General government,165.7,20
20,A,2001,2001,GFGD,National defense,116.8,20
20,A,2001,2001,GFGN,Nondefense,48.9,20
20,A,2001,2001,GSL,State and local,497.8,20
20,A,2001,2001,GSLE,Government enterprises,72.0,20
20,A,2001,2001,GSLG,General government,425.8,20
20,A,2001,2001,HS,Housing,113.6,20
20,A,2001,2001,ICT,Information-communications-technology-producing industries<sup>3</sup>,707.7,20;20.3.A
20,A,2001,2001,II,All industries,8302.6,20
20,A,2001,2001,ORE,Other real estate,328.5,20
20,A,2001,2001,PGOOD,Private goods-producing industries<sup>1</sup>,3299.6,20;20.1.A
20,A,2001,2001,PROF,Professional and business services,680.0,20
20,A,2001,2001,PSERV,Private services-producing industries<sup>2</sup>,4315.5,20;20.2.A
20,A,2001,2001,PVT,Private industries,7615.1,20
20,A,2002,2002,11,"Agriculture, forestry, fishing, and hunting",145.2,20
20,A,2002,2002,111CA,Farms,127.3,20
20,A,2002,2002,113FF,"Forestry, fishing, and related activities",17.9,20
20,A,2002,2002,21,Mining,83.6,20
20,A,2002,2002,211,Oil and gas extraction,46.8,20
20,A,2002,2002,212,"Mining, except oil and gas",27.1,20
20,A,2002,2002,213,Support activities for mining,9.6,20
20,A,2002,2002,22,Utilities,147.6,20
20,A,2002,2002,23,Construction,476.3,20
20,A,2002,2002,311FT,Food and beverage and tobacco products,393.0,20
20,A,2002,2002,313TT,Textile mills and textile product mills,51.4,20
20,A,2002,2002,315AL,Apparel and leather and allied products,32.7,20
20,A,2002,2002,31G,Manufacturing,2503.8,20
20,A,2002,2002,31ND,Nondurable goods,1170.5,20
20,A,2002,2002,321,Wood products,62.7,20
20,A,2002,2002,322,Paper products,98.3,20
20,A,2002,2002,323,Printing and related support activities,57.6,20
20,A,2002,2002,324,Petroleum and coal products,163.5,20
20,A,2002,2002,325,Chemical products,263.6,20
20,A,2002,2002,326,Plastics and rubber products,110.4,20
20,A,2002,2002,327,Nonmetallic mineral products,53.5,20
20,A,2002,2002,331,Primary metals,97.5,20
20,A,2002,2002,332,Fabricated metal products,140.7,20
20,A,2002,2002,333,Machinery,147.9,20
20,A,2002,2002,334,Computer and electronic products,217.3,20
20,A,2002,2002,335,"Electrical equipment, appliances, and components",56.9,20
20,A,2002,2002,3361MV,"Motor vehicles, bodies and trailers, and parts",343.7,20
20,A,2002,2002,3364OT,Other transportation equipment,102.8,20
20,A,2002,2002,337,Furniture and related products,44.4,20
20,A,2002,2002,339,Miscellaneous manufacturing,65.8,20
20,A,2002,2002,33DG,Durable goods,1333.3,20
20,A,2002,2002,42,Wholesale trade,279.5,20
20,A,2002,2002,441,Motor vehicle and parts dealers,61.8,20
20,A,2002,2002,445,Food and beverage stores,42.8,20
20,A,2002,2002,44RT,Retail trade,312.7,20
20,A,2002,2002,452,General merchandise stores,36.9,20
20,A,2002,2002,481,Air transportation,59.3,20
20,A,2002,2002,482,Rail transportation,18.8,20
20,A,2002,2002,483,Water transportation,18.8,20
20,A,2002,2002,484,Truck transportation,106.0,20
20,A,2002,2002,485,Transit and ground passenger transportation,7.9,20
20,A,2002,2002,486,Pipeline transportation,12.1,20
20,A,2002,2002,487OS,Other transportation and support activities,53.6,20
20,A,2002,2002,48TW,Transportation and warehousing,289.7,20
20,A,2002,2002,493,Warehousing and storage,13.1,20
20,A,2002,2002,4A0,Other retail,171.2,20
20,A,2002,2002,51,Information,495.7,20
20,A,2002,2002,511,"Publishing industries, except internet (includes software)",131.6,20
20,A,2002,2002,512,Motion picture and sound recording industries,52.4,20
20,A,2002,2002,513,Broadcasting and telecommunications,295.6,20
20,A,2002,2002,514,"Data processing, internet publishing, and other information services",16.1,20
20,A,2002,2002,52,Finance and insurance,592.6,20
20,A,2002,2002,521CI,"Federal Reserve banks, credit intermediation, and related activities",201.6,20
20,A,2002,2002,523,"Securities, commodity contracts, and investments",123.8,20
20,A,2002,2002,524,Insurance carriers and related activities,210.8,20
20,A,2002,2002,525,"Funds, trusts, and other financial vehicles",56.4,20
20,A,2002,2002,53,Real estate and rental and leasing,533.7,20
20,A,2002,2002,531,Real estate,478.2,20
20,A,2002,2002,532RL,Rental and leasing services and lessors of intangible assets,55.5,20
20,A,2002,2002,54,"Professional, scientific, and technical services",407.9,20
20,A,2002,2002,5411,Legal services,62.8,20
20,A,2002,2002,5412OP,"Miscellaneous professional, scientific, and technical services",255.6,20
20,A,2002,2002,5415,Computer systems design and related services,89.5,20
20,A,2002,2002,55,Management of companies and enterprises,86.8,20
20,A,2002,2002,56,Administrative and waste management services,167.7,20
20,A,2002,2002,561,Administrative and support services,144.6,20
20,A,2002,2002,562,Waste management and remediation services,23.1,20
20,A,2002,2002,6,"Educational services, health care, and social assistance",500.0,20
20,A,2002,2002,61,Educational services,59.7,20
20,A,2002,2002,62,Health care and social assistance,440.3,20
20,A,2002,2002,621,Ambulatory health care services,195.4,20
20,A,2002,2002,622,Hospitals,156.5,20
20,A,2002,2002,623,Nursing and residential care facilities,47.6,20
20,A,2002,2002,624,Social assistance,40.8,20
20,A,2002,2002,7,"Arts, entertainment, recreation, accommodation, and food services",306.9,20
20,A,2002,2002,71,"Arts, entertainment, and recreation",63.5,20
20,A,2002,2002,711AS,"Performing arts, spectator sports, museums, and related activities",34.0,20
20,A,2002,2002,713,"Amusements, gambling, and recreation industries",29.4,20
20,A,2002,2002,72,Accommodation and food services,243.4,20
20,A,2002,2002,721,Accommodation,55.0,20
20,A,2002,2002,722,Food services and drinking places,188.5,20
20,A,2002,2002,81,"Other services, except government",173.3,20
20,A,2002,2002,FIRE,"Finance, insurance, real estate, rental, and leasing",1126.3,20
20,A,2002,2002,G,Government,741.6,20
20,A,2002,2002,GF,Federal,217.5,20
20,A,2002,2002,GFE,Government enterprises,23.0,20
20,A,2002,2002,GFG,General government,194.5,20
20,A,2002,2002,GFGD,National defense,134.9,20
20,A,2002,2002,GFGN,Nondefense,59.7,20
20,A,2002,2002,GSL,State and local,524.1,20
20,A,2002,2002,GSLE,Government enterprises,79.2,20
20,A,2002,2002,GSLG,General government,444.9,20
20,A,2002,2002,HS,Housing,118.5,20
20,A,2002,2002,ICT,Information-communications-technology-producing industries<sup>3</sup>,626.3,20;20.3.A
20,A,2002,2002,II,All industries,8244.7,20
20,A,2002,2002,ORE,Other real estate,359.7,20
20,A,2002,2002,PGOOD,Private goods-producing industries<sup>1</sup>,3209.0,20;20.1.A
20,A,2002,2002,PROF,Professional and business services,662.4,20
20,A,2002,2002,PSERV,Private services-producing industries<sup>2</sup>,4294.1,20;20.2.A
20,A,2002,2002,PVT,Private industries,7503.1,20
20,A,2003,2003,11,"Agriculture, forestry, fishing, and hunting",154.0,20
20,A,2003,2003,111CA,Farms,135.5,20
20,A,2003,2003,113FF,"Forestry, fishing, and related activities",18.6,20
20,A,2003,2003,21,Mining,114.0,20
20,A,2003,2003,211,Oil and gas extraction,73.1,20
20,A,2003,2003,212,"Mining, except oil and gas",28.2,20
20,A,2003,2003,213,Support activities for mining,12.7,20
20,A,2003,2003,22,Utilities,159.2,20
20,A,2003,2003,23,Construction,514.2,20
20,A,2003,2003,311FT,Food and beverage and tobacco products,420.7,20
20,A,2003,2003,313TT,Textile mills and textile product mills,53.6,20
20,A,2003,2003,315AL,Apparel and leather and allied products,29.4,20
20,A,2003,2003,31G,Manufacturing,2526.9,20
20,A,2003,2003,31ND,Nondurable goods,1214.0,20
20,A,2003,2003,321,Wood products,63.5,20
20,A,2003,2003,322,Paper products,97.7,20
20,A,2003,2003,323,Printing and related support activities,53.3,20
20,A,2003,2003,324,Petroleum and coal products,164.7,20
20,A,2003,2003,325,Chemical products,281.0,20
20,A,2003,2003,326,Plastics and rubber products,113.5,20
20,A,2003,2003,327,Nonmetallic mineral products,54.6,20
20,A,2003,2003,331,Primary metals,98.5,20
20,A,2003,2003,332,Fabricated metal products,135.8,20
20,A,2003,2003,333,Machinery,152.8,20
20,A,2003,2003,334,Computer and electronic products,194.5,20
20,A,2003,2003,335,"Electrical equipment, appliances, and components",52.2,20
20,A,2003,2003,3361MV,"Motor vehicles, bodies and trailers, and parts",347.1,20
20,A,2003,2003,3364OT,Other transportation equipment,99.5,20
20,A,2003,2003,337,Furniture and related products,44.9,20
20,A,2003,2003,339,Miscellaneous manufacturing,69.6,20
20,A,2003,2003,33DG,Durable goods,1312.9,20
20,A,2003,2003,42,Wholesale trade,288.5,20
20,A,2003,2003,441,Motor vehicle and parts dealers,61.4,20
20,A,2003,2003,445,Food and beverage stores,43.9,20
20,A,2003,2003,44RT,Retail trade,338.5,20
20,A,2003,2003,452,General merchandise stores,47.1,20
20,A,2003,2003,481,Air transportation,67.4,20
20,A,2003,2003,482,Rail transportation,18.0,20
20,A,2003,2003,483,Water transportation,21.8,20
20,A,2003,2003,484,Truck transportation,107.5,20
20,A,2003,2003,485,Transit and ground passenger transportation,6.6,20
20,A,2003,2003,486,Pipeline transportation,12.0,20
20,A,2003,2003,487OS,Other transportation and support activities,56.8,20
20,A,2003,2003,48TW,Transportation and warehousing,306.6,20
20,A,2003,2003,493,Warehousing and storage,16.5,20
20,A,2003,2003,4A0,Other retail,186.0,20
20,A,2003,2003,51,Information,484.8,20
20,A,2003,2003,511,"Publishing industries, except internet (includes software)",120.0,20
20,A,2003,2003,512,Motion picture and sound recording industries,63.0,20
20,A,2003,2003,513,Broadcasting and telecommunications,286.2,20
20,A,2003,2003,514,"Data processing, internet publishing, and other information services",15.6,20
20,A,2003,2003,52,Finance and insurance,656.2,20
20,A,2003,2003,521CI,"Federal Reserve banks, credit intermediation, and related activities",215.5,20
20,A,2003,2003,523,"Securities, commodity contracts, and investments",161.3,20
20,A,2003,2003,524,Insurance carriers and related activities,226.3,20
20,A,2003,2003,525,"Funds, trusts, and other financial vehicles",53.1,20
20,A,2003,2003,53,Real estate and rental and leasing,609.8,20
20,A,2003,2003,531,Real estate,533.4,20
20,A,2003,2003,532RL,Rental and leasing services and lessors of intangible assets,76.5,20
20,A,2003,2003,54,"Professional, scientific, and technical services",430.3,20
20,A,2003,2003,5411,Legal services,73.7,20
20,A,2003,2003,5412OP,"Miscellaneous professional, scientific, and technical services",274.6,20
20,A,2003,2003,5415,Computer systems design and related services,82.0,20
20,A,2003,2003,55,Management of companies and enterprises,95.0,20
20,A,2003,2003,56,Administrative and waste management services,171.5,20
20,A,2003,2003,561,Administrative and support services,146.5,20
20,A,2003,2003,562,Waste management and remediation services,25.1,20
20,A,2003,2003,6,"Educational services, health care, and social assistance",533.3,20
20,A,2003,2003,61,Educational services,59.8,20
20,A,2003,2003,62,Health care and social assistance,473.6,20
20,A,2003,2003,621,Ambulatory health care services,216.3,20
20,A,2003,2003,622,Hospitals,164.1,20
20,A,2003,2003,623,Nursing and residential care facilities,51.8,20
20,A,2003,2003,624,Social assistance,41.4,20
20,A,2003,2003,7,"Arts, entertainment, recreation, accommodation, and food services",325.8,20
20,A,2003,2003,71,"Arts, entertainment, and recreation",69.5,20
20,A,2003,2003,711AS,"Performing arts, spectator sports, museums, and related activities",35.5,20
20,A,2003,2003,713,"Amusements, gambling, and recreation industries",34.0,20
20,A,2003,2003,72,Accommodation and food services,256.4,20
20,A,2003,2003,721,Accommodation,57.1,20
20,A,2003,2003,722,Food services and drinking places,199.3,20
20,A,2003,2003,81,"Other services, except government",184.9,20
20,A,2003,2003,FIRE,"Finance, insurance, real estate, rental, and leasing",1266.0,20
20,A,2003,2003,G,Government,790.6,20
20,A,2003,2003,GF,Federal,253.5,20
20,A,2003,2003,GFE,Government enterprises,23.1,20
20,A,2003,2003,GFG,General government,230.4,20
20,A,2003,2003,GFGD,National defense,164.1,20
20,A,2003,2003,GFGN,Nondefense,66.4,20
20,A,2003,2003,GSL,State and local,537.1,20
20,A,2003,2003,GSLE,Government enterprises,87.2,20
20,A,2003,2003,GSLG,General government,449.9,20
20,A,2003,2003,HS,Housing,128.7,20
20,A,2003,2003,ICT,Information-communications-technology-producing industries<sup>3</sup>,584.7,20;20.3.A
20,A,2003,2003,II,All industries,8684.2,20
20,A,2003,2003,ORE,Other real estate,404.7,20
20,A,2003,2003,PGOOD,Private goods-producing industries<sup>1</sup>,3309.1,20;20.1.A
20,A,2003,2003,PROF,Professional and business services,696.9,20
20,A,2003,2003,PSERV,Private services-producing industries<sup>2</sup>,4584.6,20;20.2.A
20,A,2003,2003,PVT,Private industries,7893.6,20
20,A,2004,2004,11,"Agriculture, forestry, fishing, and hunting",164.0,20
20,A,2004,2004,111CA,Farms,142.3,20
20,A,2004,2004,113FF,"Forestry, fishing, and related activities",21.8,20
20,A,2004,2004,21,Mining,133.6,20
20,A,2004,2004,211,Oil and gas extraction,78.1,20
20,A,2004,2004,212,"Mining, except oil and gas",33.7,20
20,A,2004,2004,213,Support activities for mining,21.8,20
20,A,2004,2004,22,Utilities,152.7,20
20,A,2004,2004,23,Construction,573.4,20
20,A,2004,2004,311FT,Food and beverage and tobacco products,454.2,20
20,A,2004,2004,313TT,Textile mills and textile product mills,51.6,20
20,A,2004,2004,315AL,Apparel and leather and allied products,24.6,20
20,A,2004,2004,31G,Manufacturing,2751.8,20
20,A,2004,2004,31ND,Nondurable goods,1343.9,20
20,A,2004,2004,321,Wood products,73.1,20
20,A,2004,2004,322,Paper products,100.3,20
20,A,2004,2004,323,Printing and related support activities,53.6,20
20,A,2004,2004,324,Petroleum and coal products,220.8,20
20,A,2004,2004,325,Chemical products,319.9,20
20,A,2004,2004,326,Plastics and rubber products,119.1,20
20,A,2004,2004,327,Nonmetallic mineral products,57.1,20
20,A,2004,2004,331,Primary metals,126.9,20
20,A,2004,2004,332,Fabricated metal products,145.5,20
20,A,2004,2004,333,Machinery,161.6,20
20,A,2004,2004,334,Computer and electronic products,196.7,20
20,A,2004,2004,335,"Electrical equipment, appliances, and components",60.2,20
20,A,2004,2004,3361MV,"Motor vehicles, bodies and trailers, and parts",368.3,20
20,A,2004,2004,3364OT,Other transportation equipment,101.0,20
20,A,2004,2004,337,Furniture and related products,47.4,20
20,A,2004,2004,339,Miscellaneous manufacturing,70.0,20
20,A,2004,2004,33DG,Durable goods,1407.9,20
20,A,2004,2004,42,Wholesale trade,323.2,20
20,A,2004,2004,441,Motor vehicle and parts dealers,64.5,20
20,A,2004,2004,445,Food and beverage stores,50.9,20
20,A,2004,2004,44RT,Retail trade,395.1,20
20,A,2004,2004,452,General merchandise stores,58.2,20
20,A,2004,2004,481,Air transportation,71.3,20
20,A,2004,2004,482,Rail transportation,20.4,20
20,A,2004,2004,483,Water transportation,26.4,20
20,A,2004,2004,484,Truck transportation,121.9,20
20,A,2004,2004,485,Transit and ground passenger transportation,10.3,20
20,A,2004,2004,486,Pipeline transportation,12.4,20
20,A,2004,2004,487OS,Other transportation and support activities,61.2,20
20,A,2004,2004,48TW,Transportation and warehousing,340.0,20
20,A,2004,2004,493,Warehousing and storage,16.1,20
20,A,2004,2004,4A0,Other retail,221.4,20
20,A,2004,2004,51,Information,465.3,20
20,A,2004,2004,511,"Publishing industries, except internet (includes software)",123.4,20
20,A,2004,2004,512,Motion picture and sound recording industries,56.2,20
20,A,2004,2004,513,Broadcasting and telecommunications,274.4,20
20,A,2004,2004,514,"Data processing, internet publishing, and other information services",11.2,20
20,A,2004,2004,52,Finance and insurance,739.9,20
20,A,2004,2004,521CI,"Federal Reserve banks, credit intermediation, and related activities",257.3,20
20,A,2004,2004,523,"Securities, commodity contracts, and investments",184.8,20
20,A,2004,2004,524,Insurance carriers and related activities,234.2,20
20,A,2004,2004,525,"Funds, trusts, and other financial vehicles",63.6,20
20,A,2004,2004,53,Real estate and rental and leasing,733.6,20
20,A,2004,2004,531,Real estate,641.4,20
20,A,2004,2004,532RL,Rental and leasing services and lessors of intangible assets,92.2,20
20,A,2004,2004,54,"Professional, scientific, and technical services",455.2,20
20,A,2004,2004,5411,Legal services,71.2,20
20,A,2004,2004,5412OP,"Miscellaneous professional, scientific, and technical services",305.3,20
20,A,2004,2004,5415,Computer systems design and related services,78.7,20
20,A,2004,2004,55,Management of companies and enterprises,117.7,20
20,A,2004,2004,56,Administrative and waste management services,186.4,20
20,A,2004,2004,561,Administrative and support services,156.3,20
20,A,2004,2004,562,Waste management and remediation services,30.1,20
20,A,2004,2004,6,"Educational services, health care, and social assistance",555.7,20
20,A,2004,2004,61,Educational services,56.3,20
20,A,2004,2004,62,Health care and social assistance,499.4,20
20,A,2004,2004,621,Ambulatory health care services,232.3,20
20,A,2004,2004,622,Hospitals,170.4,20
20,A,2004,2004,623,Nursing and residential care facilities,54.4,20
20,A,2004,2004,624,Social assistance,42.4,20
20,A,2004,2004,7,"Arts, entertainment, recreation, accommodation, and food services",346.1,20
20,A,2004,2004,71,"Arts, entertainment, and recreation",74.1,20
20,A,2004,2004,711AS,"Performing arts, spectator sports, museums, and related activities",36.1,20
20,A,2004,2004,713,"Amusements, gambling, and recreation industries",38.0,20
20,A,2004,2004,72,Accommodation and food services,272.0,20
20,A,2004,2004,721,Accommodation,60.8,20
20,A,2004,2004,722,Food services and drinking places,211.3,20
20,A,2004,2004,81,"Other services, except government",190.3,20
20,A,2004,2004,FIRE,"Finance, insurance, real estate, rental, and leasing",1473.5,20
20,A,2004,2004,G,Government,847.9,20
20,A,2004,2004,GF,Federal,280.8,20
20,A,2004,2004,GFE,Government enterprises,21.8,20
20,A,2004,2004,GFG,General government,259.0,20
20,A,2004,2004,GFGD,National defense,185.4,20
20,A,2004,2004,GFGN,Nondefense,73.6,20
20,A,2004,2004,GSL,State and local,567.2,20
20,A,2004,2004,GSLE,Government enterprises,96.0,20
20,A,2004,2004,GSLG,General government,471.2,20
20,A,2004,2004,HS,Housing,132.8,20
20,A,2004,2004,ICT,Information-communications-technology-producing industries<sup>3</sup>,565.7,20;20.3.A
20,A,2004,2004,II,All industries,9471.9,20
20,A,2004,2004,ORE,Other real estate,508.6,20
20,A,2004,2004,PGOOD,Private goods-producing industries<sup>1</sup>,3622.9,20;20.1.A
20,A,2004,2004,PROF,Professional and business services,759.3,20
20,A,2004,2004,PSERV,Private services-producing industries<sup>2</sup>,5001.1,20;20.2.A
20,A,2004,2004,PVT,Private industries,8624.0,20
20,A,2005,2005,11,"Agriculture, forestry, fishing, and hunting",170.0,20
20,A,2005,2005,111CA,Farms,147.2,20
20,A,2005,2005,113FF,"Forestry, fishing, and related activities",22.8,20
20,A,2005,2005,21,Mining,169.1,20
20,A,2005,2005,211,Oil and gas extraction,93.5,20
20,A,2005,2005,212,"Mining, except oil and gas",41.4,20
20,A,2005,2005,213,Support activities for mining,34.2,20
20,A,2005,2005,22,Utilities,218.3,20
20,A,2005,2005,23,Construction,635.5,20
20,A,2005,2005,311FT,Food and beverage and tobacco products,482.4,20
20,A,2005,2005,313TT,Textile mills and textile product mills,56.4,20
20,A,2005,2005,315AL,Apparel and leather and allied products,26.4,20
20,A,2005,2005,31G,Manufacturing,3112.5,20
20,A,2005,2005,31ND,Nondurable goods,1572.2,20
20,A,2005,2005,321,Wood products,79.8,20
20,A,2005,2005,322,Paper products,108.4,20
20,A,2005,2005,323,Printing and related support activities,54.5,20
20,A,2005,2005,324,Petroleum and coal products,321.1,20
20,A,2005,2005,325,Chemical products,387.8,20
20,A,2005,2005,326,Plastics and rubber products,135.3,20
20,A,2005,2005,327,Nonmetallic mineral products,64.4,20
20,A,2005,2005,331,Primary metals,146.3,20
20,A,2005,2005,332,Fabricated metal products,165.6,20
20,A,2005,2005,333,Machinery,184.5,20
20,A,2005,2005,334,Computer and electronic products,196.6,20
20,A,2005,2005,335,"Electrical equipment, appliances, and components",65.4,20
20,A,2005,2005,3361MV,"Motor vehicles, bodies and trailers, and parts",388.6,20
20,A,2005,2005,3364OT,Other transportation equipment,116.3,20
20,A,2005,2005,337,Furniture and related products,50.6,20
20,A,2005,2005,339,Miscellaneous manufacturing,82.3,20
20,A,2005,2005,33DG,Durable goods,1540.3,20
20,A,2005,2005,42,Wholesale trade,354.9,20
20,A,2005,2005,441,Motor vehicle and parts dealers,53.8,20
20,A,2005,2005,445,Food and beverage stores,52.7,20
20,A,2005,2005,44RT,Retail trade,399.2,20
20,A,2005,2005,452,General merchandise stores,60.0,20
20,A,2005,2005,481,Air transportation,80.1,20
20,A,2005,2005,482,Rail transportation,23.5,20
20,A,2005,2005,483,Water transportation,28.8,20
20,A,2005,2005,484,Truck transportation,139.1,20
20,A,2005,2005,485,Transit and ground passenger transportation,13.5,20
20,A,2005,2005,486,Pipeline transportation,13.0,20
20,A,2005,2005,487OS,Other transportation and support activities,63.5,20
20,A,2005,2005,48TW,Transportation and warehousing,376.6,20
20,A,2005,2005,493,Warehousing and storage,15.1,20
20,A,2005,2005,4A0,Other retail,232.7,20
20,A,2005,2005,51,Information,490.3,20
20,A,2005,2005,511,"Publishing industries, except internet (includes software)",124.0,20
20,A,2005,2005,512,Motion picture and sound recording industries,71.3,20
20,A,2005,2005,513,Broadcasting and telecommunications,274.7,20
20,A,2005,2005,514,"Data processing, internet publishing, and other information services",20.3,20
20,A,2005,2005,52,Finance and insurance,773.3,20
20,A,2005,2005,521CI,"Federal Reserve banks, credit intermediation, and related activities",260.9,20
20,A,2005,2005,523,"Securities, commodity contracts, and investments",186.3,20
20,A,2005,2005,524,Insurance carriers and related activities,257.5,20
20,A,2005,2005,525,"Funds, trusts, and other financial vehicles",68.8,20
20,A,2005,2005,53,Real estate and rental and leasing,861.2,20
20,A,2005,2005,531,Real estate,753.9,20
20,A,2005,2005,532RL,Rental and leasing services and lessors of intangible assets,107.4,20
20,A,2005,2005,54,"Professional, scientific, and technical services",494.1,20
20,A,2005,2005,5411,Legal services,75.0,20
20,A,2005,2005,5412OP,"Miscellaneous professional, scientific, and technical services",336.1,20
20,A,2005,2005,5415,Computer systems design and related services,82.9,20
20,A,2005,2005,55,Management of companies and enterprises,140.7,20
20,A,2005,2005,56,Administrative and waste management services,200.5,20
20,A,2005,2005,561,Administrative and support services,167.3,20
20,A,2005,2005,562,Waste management and remediation services,33.1,20
20,A,2005,2005,6,"Educational services, health care, and social assistance",609.4,20
20,A,2005,2005,61,Educational services,61.9,20
20,A,2005,2005,62,Health care and social assistance,547.5,20
20,A,2005,2005,621,Ambulatory health care services,246.1,20
20,A,2005,2005,622,Hospitals,194.9,20
20,A,2005,2005,623,Nursing and residential care facilities,62.0,20
20,A,2005,2005,624,Social assistance,44.5,20
20,A,2005,2005,7,"Arts, entertainment, recreation, accommodation, and food services",373.8,20
20,A,2005,2005,71,"Arts, entertainment, and recreation",79.9,20
20,A,2005,2005,711AS,"Performing arts, spectator sports, museums, and related activities",39.4,20
20,A,2005,2005,713,"Amusements, gambling, and recreation industries",40.5,20
20,A,2005,2005,72,Accommodation and food services,294.0,20
20,A,2005,2005,721,Accommodation,68.5,20
20,A,2005,2005,722,Food services and drinking places,225.5,20
20,A,2005,2005,81,"Other services, except government",186.7,20
20,A,2005,2005,FIRE,"Finance, insurance, real estate, rental, and leasing",1634.6,20
20,A,2005,2005,G,Government,912.6,20
20,A,2005,2005,GF,Federal,302.0,20
20,A,2005,2005,GFE,Government enterprises,25.4,20
20,A,2005,2005,GFG,General government,276.6,20
20,A,2005,2005,GFGD,National defense,196.0,20
20,A,2005,2005,GFGN,Nondefense,80.7,20
20,A,2005,2005,GSL,State and local,610.6,20
20,A,2005,2005,GSLE,Government enterprises,103.8,20
20,A,2005,2005,GSLG,General government,506.7,20
20,A,2005,2005,HS,Housing,144.3,20
20,A,2005,2005,ICT,Information-communications-technology-producing industries<sup>3</sup>,579.4,20;20.3.A
20,A,2005,2005,II,All industries,10478.7,20
20,A,2005,2005,ORE,Other real estate,609.6,20
20,A,2005,2005,PGOOD,Private goods-producing industries<sup>1</sup>,4087.1,20;20.1.A
20,A,2005,2005,PROF,Professional and business services,835.3,20
20,A,2005,2005,PSERV,Private services-producing industries<sup>2</sup>,5479.0,20;20.2.A
20,A,2005,2005,PVT,Private industries,9566.1,20
20,A,2006,2006,11,"Agriculture, forestry, fishing, and hunting",176.9,20
20,A,2006,2006,111CA,Farms,158.0,20
20,A,2006,2006,113FF,"Forestry, fishing, and related activities",18.9,20
20,A,2006,2006,21,Mining,172.0,20
20,A,2006,2006,211,Oil and gas extraction,78.7,20
20,A,2006,2006,212,"Mining, except oil and gas",49.0,20
20,A,2006,2006,213,Support activities for mining,44.3,20
20,A,2006,2006,22,Utilities,195.3,20
20,A,2006,2006,23,Construction,656.6,20
20,A,2006,2006,311FT,Food and beverage and tobacco products,473.8,20
20,A,2006,2006,313TT,Textile mills and textile product mills,51.6,20
20,A,2006,2006,315AL,Apparel and leather and allied products,26.3,20
20,A,2006,2006,31G,Manufacturing,3298.8,20
20,A,2006,2006,31ND,Nondurable goods,1664.5,20
20,A,2006,2006,321,Wood products,82.6,20
20,A,2006,2006,322,Paper products,109.6,20
20,A,2006,2006,323,Printing and related support activities,54.0,20
20,A,2006,2006,324,Petroleum and coal products,396.9,20
20,A,2006,2006,325,Chemical products,406.5,20
20,A,2006,2006,326,Plastics and rubber products,145.8,20
20,A,2006,2006,327,Nonmetallic mineral products,75.3,20
20,A,2006,2006,331,Primary metals,170.4,20
20,A,2006,2006,332,Fabricated metal products,189.9,20
20,A,2006,2006,333,Machinery,201.8,20
20,A,2006,2006,334,Computer and electronic products,201.9,20
20,A,2006,2006,335,"Electrical equipment, appliances, and components",65.7,20
20,A,2006,2006,3361MV,"Motor vehicles, bodies and trailers, and parts",391.1,20
20,A,2006,2006,3364OT,Other transportation equipment,117.8,20
20,A,2006,2006,337,Furniture and related products,51.8,20
20,A,2006,2006,339,Miscellaneous manufacturing,85.9,20
20,A,2006,2006,33DG,Durable goods,1634.3,20
20,A,2006,2006,42,Wholesale trade,387.3,20
20,A,2006,2006,441,Motor vehicle and parts dealers,54.2,20
20,A,2006,2006,445,Food and beverage stores,59.1,20
20,A,2006,2006,44RT,Retail trade,432.3,20
20,A,2006,2006,452,General merchandise stores,62.6,20
20,A,2006,2006,481,Air transportation,84.1,20
20,A,2006,2006,482,Rail transportation,26.0,20
20,A,2006,2006,483,Water transportation,29.2,20
20,A,2006,2006,484,Truck transportation,147.3,20
20,A,2006,2006,485,Transit and ground passenger transportation,16.5,20
20,A,2006,2006,486,Pipeline transportation,13.5,20
20,A,2006,2006,487OS,Other transportation and support activities,72.7,20
20,A,2006,2006,48TW,Transportation and warehousing,409.9,20
20,A,2006,2006,493,Warehousing and storage,20.7,20
20,A,2006,2006,4A0,Other retail,256.3,20
20,A,2006,2006,51,Information,532.2,20
20,A,2006,2006,511,"Publishing industries, except internet (includes software)",147.2,20
20,A,2006,2006,512,Motion picture and sound recording industries,69.0,20
20,A,2006,2006,513,Broadcasting and telecommunications,293.9,20
20,A,2006,2006,514,"Data processing, internet publishing, and other information services",22.1,20
20,A,2006,2006,52,Finance and insurance,836.9,20
20,A,2006,2006,521CI,"Federal Reserve banks, credit intermediation, and related activities",274.9,20
20,A,2006,2006,523,"Securities, commodity contracts, and investments",219.8,20
20,A,2006,2006,524,Insurance carriers and related activities,263.5,20
20,A,2006,2006,525,"Funds, trusts, and other financial vehicles",78.7,20
20,A,2006,2006,53,Real estate and rental and leasing,895.5,20
20,A,2006,2006,531,Real estate,801.0,20
20,A,2006,2006,532RL,Rental and leasing services and lessors of intangible assets,94.5,20
